,page_url,image_url,movie_title,description
10,https://metarankings.ru/logan/,https://metarankings.ru/images/uploads/Logan-cover.jpg,Логан,"Логан — это новый фильм в знаменитой серии Люди Икс рассказывающий о Росомахе.
В далеком будущем Логан (Хью Джекман) и профессор Ксавьер остались совершенно одни, без команды Людей Икс. Теперь только они могут противостоять могущественной корпорации под управлением Натаниэла Эссекса, которая планирует уничтожить весь мир. В сложившихся обстоятельствах, когда способности к регенерации у Росомахи с возрастом все больше и больше угасают, а профессор Ксавьер теряет память из-за прогрессирующей болезни Альцгеймера, в борьбе против злодея им может прийти на помощь только женский клон Росомахи, юная девочка по имени Лаура Кинни."
11,https://metarankings.ru/priklyucheniya-paddingtona-2/,https://metarankings.ru/images/uploads/Paddington-2-cover.jpg,Приключения Паддингтона 2,"Приключения Паддингтона 2 — продолжение успешного фильма приключения медвежонка Паддингтона. Он перебрался из Дремучих местностей далекого Перу в Лондон, в семейство Браунов и продолжает свое незабываемое приключение…"
12,https://metarankings.ru/dzhoker-2019/,https://metarankings.ru/images/uploads/dzhoker-cover.jpg,Джокер,"Фильм «Джокер» — это история одного из самых харизматичных злодеев современной поп-культуры. Он заклятый враг Бэтмена. Вы узнаете историю его становления, становления человека, от которого отвернулось все общество. Готэм, начало 1980-х годов. Комик Артур Флек живет с больной матерью, которая с детства учит его «ходить с улыбкой». Пытаясь нести в мир хорошее и дарить людям радость, Артур сталкивается с человеческой жестокостью и постепенно приходит к выводу, что этот мир получит от него не добрую улыбку, а ухмылку злодея."
13,https://metarankings.ru/guardians-of-the-galaxy/,https://metarankings.ru/images/uploads/Guardians-of-the-Galaxy-cover.png,Стражи Галактики,"Фильм «Стражи Галактики» расскажет об отважном путешественнике Питере Квилле, которому попадает в руки таинственный артефакт, принадлежащий могущественному и безжалостному злодею Ронану, строящему коварные планы по захвату всей необъятной Вселенной. Питер оказывается в центре межгалактической охоты, где жертвой оказывается он сам.
Единственный способ выжить в этой ситуации — объединиться с четверкой нелюдимых изгоев: воинственным енотом по кличке Ракета, человекоподобным деревом Грутом, смертельно опасной Гаморой и одержимым жаждой мести Драксом, также известным как Разрушитель — стать героями. Когда Квилл понимает, какой силой обладает украденный артефакт и какую опасность он представляет для вселенной, одиночка пойдет на все, чтобы сплотить случайных союзников для решающей битвы за судьбу вселенной."
14,https://metarankings.ru/dedpul/,https://metarankings.ru/images/uploads/Deadpool-cover.jpg,Дэдпул,"Фильм «Дэдпул» рассказывает о наемном убийце Уэйде Уилсоне. Будучи побочным продуктом программы вооруженных сил под названием «Оружие Х», Уилсон приобрел невероятную силу, проворство и исцеляющий фактор, благодаря чему может заживать свои раны на ходу. Но это ему досталось страшной ценой: его клеточная структура постоянно подвергается изменениям, а его здравомыслие сомнительно. Все чего Уилсон хочет — это держаться на плаву в социальной выгребной яме. Но течение в ней слишком быстрое, а он слишком изменчив."
15,https://metarankings.ru/ono-2017/,https://metarankings.ru/images/uploads/It-2017-cover.jpg,Оно,"Фильм «Оно» — новая экранизация одноименного романа Стивена Кинга.
Когда в маленьком городке под названием Дерри, который находится в штате Мэн, начинают пропадать маленькие дети, несколько ребят сталкиваются со своими величайшими страхами и вынуждены помериться силами со злобным клоуном по имени Пеннивайз, чьи проявления жестокости к детям и список жертв уходят в глубь веков, ведь он не так прост как кажется…"
16,https://metarankings.ru/suspiriya/,https://metarankings.ru/images/uploads/Suspiria-cover.jpg,Суспирия,"Фильм «Суспирия» рассказывает о молодой  американке, которая приезжает в Берлин, чтобы стать танцовщицей знаменитой танцевальной труппы. Девушка быстро начинает понимать, что там что-то не так, что-то зловещее и сверхъестественное там происходит. Теперь, чтобы не стать следующей жертвой, ей срочно нужно раскрыть тайну проклятия, которое окутало легендарную танцевальную академию…"
17,https://metarankings.ru/startrek-beskonechnost/,https://metarankings.ru/images/uploads/Star-Trek-Beyond-cover.jpg,Стартрек: Бесконечность,"События фильма «Стартрек: Бесконечность» разворачиваются спустя 2 года после начала пятилетней миссии.
Экипаж знаменитого звездного корабля «Энтерпрайз», во главе с молодым капитаном Джеймсом Т. Кирком, были атакованы могущественной и опасной волной неизвестных ранее пришельцев, которые уничтожают корабль, оставляя их без всего на новой неизведанной планете, где они оказываются в конфликте с новым безжалостным врагом, который отныне преследует их. У них нет корабля и больше нет плаченной команды. Как им оттуда выбраться? Им нужно найти надежду в невозможном. Они будут бороться и победят!"
18,https://metarankings.ru/mstiteli-era-altrona/,https://metarankings.ru/images/uploads/Avengers-Age-of-Ultron-cover.jpg,Мстители 2: Эра Альтрона,"Фильм «Мстители 2: Эра Альтрона» — это долгожданное продолжение эпического блокбастера от компании MARVEL о самых известных и могучих персонажах всех времен!
В этот раз, «Мстителям» — Железному Человеку, Капитану Америка, Тору, Халку, Чёрной Вдове и Соколиному глазу нужно снова объединиться в могучую, и непобедимую команду, чтобы противостоять новому могущественному врагу из далекой галактики — Альтрону, который хочет уничтожить всех людей, так как он считает их ошибкой природы. Величайших героев Земли ждут тяжелые испытания, объединение с новыми союзниками, Алой Ведьмой и Ртутью, и невиданные по масштабам сражения, которые покажут, кто на Земле хозяин."
19,https://metarankings.ru/mstiteli-vojna-beskonechnosti/,https://metarankings.ru/images/uploads/Avengers-Infinity-War-cover.jpg,Мстители: Война бесконечности,"Фильм «Мстители: Война бесконечности» — продолжение успешного блокбастера компании MARVEL о самых известных и могучих экранных супергероях всех времен, которые объединились в команду для спасения мира от разных угроз!
Пока Мстители и их союзники продолжают защищать мир от различных опасностей, с которыми не смог бы справиться какой-нибудь один супергерой, новая угроза возникает из космоса и это Танос, который ищет камни Бесконечно для уничтожения вселенной. Ему нужно шесть камней Бесконечности — это артефакты невероятной мощи, с помощью которых можно менять реальность по своему желанию. Всё, с чем герои сталкивались до этого не сравнится с тем что их ждет  — судьба всей Земли на кону и они должны ее отстоять."
20,https://metarankings.ru/doktor-strendzh/,https://metarankings.ru/images/uploads/Doctor-Strange-cover.jpg,Доктор Стрэндж,"Фильм рассказывает о  докторе Стефане Стрэндже, который в прошлом был искусным хирургом, слишком влюбленным в свою профессию и бесконечно уверенным в себе человеком. Страшная случившаяся автокатастрофа, в которой, по вине Стефана, погибла его беременная жена и лишила руки доктора былой чувствительности, которая необходима для его непростой профессиональной деятельности. Потеряв какой-либо смысл своей жизни, герой отправился на поиски средства исцеления тела и души и, спустя многие годы, стал одним из могущественных магов Земли."
21,https://metarankings.ru/film-solnce-moyo-2023/,https://metarankings.ru/images/uploads/2023/03/solnce-moyo-cover-art.jpg,Солнце моё,"Фильм «Солнце моё» рассказывает о Софи, которая вспоминает свой отдых на море, где она была со своим отцом 20 лет назад, когда ей было 11 лет. Это была история ее взросления, с трудными отношениями с разведенным отцом, первым бунтом, первой любовью и бесконечным счастьем."
22,https://metarankings.ru/agenty-a-n-k-l/,https://metarankings.ru/images/uploads/The-Man-from-U.N.C.L.E..jpg,Агенты А.Н.К.Л.,"Фильм «Агенты А.Н.К.Л.» переносят в начало 1960-х, в самом разгаре Холодной войны и рассказывает об агенте ЦРУ Соло, а также агенте КГБ Курякине. Они вынуждены забыть о какой-либо вражде и объединить свои силы, чтобы противостоять опасной подпольной международной криминальной структуре, которая стремится расшатать и без того хрупкое равновесие мировой политики, разрабатывая и распространяя ядерное оружие, и технологии к нему. Единственная имеющаяся «зацепка» для напарников – дочь пропавшего немецкого ученого, который является ключом к проникновению в круги этой преступной организации, и теперь им придется бежать наперегонки со временем, чтобы найти его и предотвратить мировую катастрофу, которая нависла над всем миром."
23,https://metarankings.ru/byordmen/,https://metarankings.ru/images/uploads/Birdman-cover.jpg,Бёрдмэн,"В центре сюжета фильма «Бёрдмэн» — бывший знаменитый актер, который в прошлом сыграл роль популярного супергероя Бёрдмэна и теперь, переступая через свое эго, он решает принять участие в новой бродвейской постановке с целью вернуть себе былую славу, блеск и величие. Он хочет вновь напомнить о себе."
24,https://metarankings.ru/fantasticheskie-tvari-i-gde-oni-obitayut/,https://metarankings.ru/images/uploads/Fantastic-Beasts-and-Where-to-Find-Them-cover.jpg,Фантастические твари и где они обитают,"Фильм «Фантастические твари и где они обитают» от создателя Гарри Поттер рассказывает о приключениях писателя Ньюта Скамандера в Нью-Йоркском секретном обществе магов и колдунов, происходивших за 70 лет до того, как всеми известный мальчик Гарри Поттер прочитает книгу этого писателя учась в начальной школе."
25,https://metarankings.ru/omerzitelnaya-vosmerka/,https://metarankings.ru/images/uploads/The-Hateful-Eight-cover.jpg,Омерзительная восьмерка,"Фильм «Омерзительная восьмерка» — вестерн Квентина Тарантино с участием Курта Рассела и Сэмюэлем Л. Джексон.
Действия «Омерзительной восьмерки» развиваются в США после Гражданской войны. Легендарный охотник за головами по имени Джон Рут по кличке Вешатель конвоирует одну заключенную. По пути к ним прибивается еще один охотник. Снежная буря вынуждает всех троих искать укрытие в лавке на отшибе, где уже расположилась весьма пестрая компания: генерал, шериф, мексиканец, француз и ковбой… И один из них — не тот, за кого себя выдает."
26,https://metarankings.ru/dom-strannyx-detej-miss-peregrin/,https://metarankings.ru/images/uploads/Miss-Peregrines-Home-cover.jpg,Дом странных детей Мисс Перегрин,"Дом странных детей Мисс Перегрин — новый фильм от режиссера с уникальным видением мира. Это экранизация мирового бестселлера! Вы попадете в мир, которого еще никогда не видели. Людям с нестандартными способностями не места в обычном мире! Поэтому они вынуждены жить там, где их никто не сможет найти!
Детство Джейкоба прошло под рассказы дедушки о приюте для самых необычных детей. Среди его обитателей девочка, которая умела держать в руках открытый огонь, девочка, чьи ноги не касались земли, ведь ее стихия — воздух, невидимый мальчик и близнецы, умевшие общаться без каких-либо слов. Когда дедушка умирает, 16-летний Джейкоб получает загадочное письмо и отправляется на остров, где вырос его дед. Там он находит детей, которых раньше видел только на фотографиях и слышал об них рассказы."
27,https://metarankings.ru/xardkor-2016/,https://metarankings.ru/images/uploads/xardkor-2016-cover.jpg,Хардкор,"Хардкор — это первый фильм, где герой это Ты!
Генри очнулся в научной лаборатории, где в чувства его приводит собственная жена и все, что он помни — это о прекрасной супружеской жизни рядом с очаровательной Эстель. Но супруга тут же оказывается похищенной, и ничего не понимающий Генри вынужден преследовать тех, кто украл его жену вломившись в лабораторию. Он преследует монстра Акана, котоому понадобилась его жена.
Теперь ради достижения цели Генри готов на многое со своим новым телом. Оказывается, что не только он один хочет добраться до Акана. У Джимми тоже свои планы на этого злодея. Теперь ему вместе с новыми знакомыми предстоит спасти Эстель и предотвратить попытку задействовать армию киборгов в борьбе с человечеством. Им предстоит бороться с самим воплощением зла."
28,https://metarankings.ru/ya-ne-killer-2024/,https://metarankings.ru/images/uploads/2024/05/ya-ne-killer-cover-art.jpg,Я не киллер,"В фильме «Я не киллер» профессор Гэри Джонсон, подрабатывающий наемным убийцей в полицейском управлении своего города, попадает на опасную и сомнительную территорию, когда обнаруживает, что ему нравится женщина, которая обращается к нему за его профессиональными услугами."
29,https://metarankings.ru/la-la-lend/,https://metarankings.ru/images/uploads/La-La-Land-cover.jpg,Ла-Ла Ленд,"Фильм «Ла-Ла Ленд» — это чарующая история любви старлетки, которая между прослушиваниями подает кофе состоявшимся кинозвездам, и фанатичного джазового музыканта, вынужденного подрабатывать в заштатных барах. Но пришедший к влюбленным успех начинает подтачивать их отношения."
30,https://metarankings.ru/ne-dyshi/,https://metarankings.ru/images/uploads/Dont-Breathe-cover.jpg,Не дыши,"Фильм рассказывает, как трое профессиональных грабителя забираются в дом одинокого слепого старика с целью украсть огромную сумму денег, которая, по слухам, спрятана где-то внутри. Но они даже не подозревают с кем связываются… Казалось бы — что может быть проще, чем ограбить практического беспомощного пожилого человека. Но они жестоко ошибаются: преследуемый становится преследователем. И тайна, которую он хранит, гораздо страшнее, чем обычные пенсионные накопления. Им придется не дышать, чтобы выбраться из западни…"
31,https://metarankings.ru/x-men-days-of-future-past/,https://metarankings.ru/images/uploads/X-Men-Days-of-Future-Past-cover.png,Люди Икс: Дни минувшего будущего,"Фильм «Люди Икс: Дни минувшего будущего» переносит в недалёкое будущее, где все мутанты близки к истреблению от новых врагов — роботов-охотников на мутантов под названием Стражи. Единственная надежда для выживания мутантов — предотвратить череду роковых событий, приведших к появлению этих самых Стражей. С помощью своих сверх-способностей, Китти Прайд перемещает сознание Росомахи назад в прошлое в его молодое тело в 1973 год. В прошлом всё оказывается не так просто: молодой Профессор Икс окончательно разочарован в своих идеях, Магнето содержится в тюрьме глубоко под землёй, а человечество не знает как реагировать на все большое появление мутантов."
32,https://metarankings.ru/pribytie-2016/,https://metarankings.ru/images/uploads/Arrival-cover.jpg,Прибытие,"Фильм «Прибытие» повествует о неожиданном появление неопознанных летающих объектов в разных точках планеты, которые повергают мир в ужас. Намерения прибывших на них пришельцев совершенно не ясны — вооруженные силы всего мира приведены в полную боевую готовность, а лучшие умы человечества хотят разгадать тайну и понять, как разговаривать с непрошеными гостями. Правительство обращается за помощью к лингвисту Луизе Бэнкс и физику Яну Доннели, чтобы предотвратить катастрофу общемирового масштаба и найти общий язык с незваными гостями. Отныне судьба всего человечества находится в только их руках."
33,https://metarankings.ru/captain-america-the-winter-soldier/,https://metarankings.ru/images/uploads/Captain-America-The-Winter-Soldier.png,Первый мститель: Другая война,"Фильм «Первый мститель: Другая война» рассказывает, как после беспрецедентных событий, впервые собравших вместе команду Мстителей, Стив Роджерс, известный также как Капитан Америка, оседает в Вашингтоне и пытается приспособиться к жизни в современном мире. Но покой этому герою только снится — пытаясь помочь коллеге из агентства Щ. И. Т, Стив оказывается в центре невероятных событий, грозящих общемировой катастрофой. Для того, чтобы разоблачить злодейский заговор, Капитан Америка объединяется с Черной вдовой. К ним также присоединяется новый соратник, известный как Сокол, однако никто из них даже не подозревает, на что способен их новый враг."
34,https://metarankings.ru/marsianin/,https://metarankings.ru/images/uploads/The-Martian-cover.jpg,Марсианин,"Фильм «Марсианин» — это научно-фантастическая драма от Ридли Скотта. Марсианская миссия под названием «Арес-3» в процессе работы была вынуждена экстренно покинуть планету из-за надвигающейся песчаной бури. Инженер и биолог Марк Уотни (роль Мэтта Дэймона) получил повреждение скафандра во время песчаной этой разрушительной бури. Другие члены команды миссии, посчитав, что он уже погибшим, эвакуировались с планеты, оставив Марка одного без каких-либо шансов на выживание на Красной планете.
Очнувшись после этого происшествия, «Марсианин» Уотни обнаруживает, что связь с Землёй пропала, но при этом полностью функционирует жилой модуль. Главный герой, ставший настоящим Марсианином начинает искать способ продержаться на имеющихся запасах еды, витаминов, воды и воздуха до прилёта следующей миссии «Арес-4», которая должна добраться до Марса лишь через 4 года."
35,https://metarankings.ru/tor-ragnaryok/,https://metarankings.ru/images/uploads/Thor-Ragnarok-cover.jpg,Тор: Рагнарёк,"Фильм «Тор: Рагнарёк» продолжает рассказ о боге грома и молний. Вернувшись в свой родной Асгард в поисках таинственного врага, ведущего охоту на Камни Бесконечности, Тор обнаруживает, что действия его брата по имени Локи, захватившего трон Асгарда, привели к приближению более страшного события — Рагнарёка. По легенде, это ознаменует последнюю битву Асгарда, последствием которой станет его полное уничтожение. В попытке предотвратить это событие, ему нужно прибегнуть к помощи своего товарища из Мстителей — Халка. Вместе, они должны столкнуться лицом к лицу со злейшим врагом всех девяти миров — огненным демоном Суртуром, целью которого является исполнение пророчества о Рагнарёке и уничтожение девяти миров."
36,https://metarankings.ru/progulka-2015/,https://metarankings.ru/images/uploads/The-Walk-cover.jpg,Прогулка,"Фильм «Прогулка» — лента Роберта Земекиса, которая основана на реальных событиях
На Луне человечество успело побывать уже 12 раз. А прогуляться над бескрайней бездной по натянутому между небоскребами в Нью-Йорке стальному канату удалось всего лишь одному человеку в мире — воздушному акробату о имени Филипп Пети, который не смог бы воплотить в жизнь этот дерзкий и безумный план без помощи и поддержки своих близких друзей и наставника Папы Руди."
37,https://metarankings.ru/strazhi-galaktiki-2/,https://metarankings.ru/images/uploads/Guardians-of-the-Galaxy-Vol-2-cover.jpg,Стражи Галактики. Часть 2,"Фильм «Стражи Галактики. Часть 2» — это прямое продолжение высоко оцененной первой части серии Marvel.
«Часть 2» рассказывает об отважном галактическом путешественнике Питере Квилле и его команде (енот по кличке Ракета, человекоподобное дерево Грут, смертельно опасная Гамора и силач Дракс), которые собираются разгадывать тайну истинного происхождения Питера.
Все снова в сборе и не изменяют себе. Они с завидной регулярностью продолжают попадать в немыслимые ситуации, выпутываясь из них почти без ущерба (а иногда даже с пользой) для окружающих. На этот раз им предстоит раскрыть одну из самых главных тайн во всей Галактике: кто же на самом деле отец Питера Квилла?"
